Dataset,Classifier,Oversampling method,Metric,Mean CV score
vehicle15,GradientBoostingClassifier,SMOTE,f1 score,0.2412698412698413
vehicle15,GradientBoostingClassifier,SMOTE,geometric mean score,0.6562488396369264
vehicle15,GradientBoostingClassifier,SMOTE,roc auc score,0.7607674777490668
vehicle15,GradientBoostingClassifier,SMOTE2,f1 score,0.2571428571428572
vehicle15,GradientBoostingClassifier,SMOTE2,geometric mean score,0.5448532596703414
vehicle15,GradientBoostingClassifier,SMOTE2,roc auc score,0.7270896138386448
vehicle15,LogisticRegression,ADASYN,f1 score,0.3703703703703704
vehicle15,LogisticRegression,ADASYN,geometric mean score,0.723439261944777
vehicle15,LogisticRegression,ADASYN,roc auc score,0.900670040195234
vehicle15,LogisticRegression,None,f1 score,0.3833333333333333
vehicle15,LogisticRegression,None,geometric mean score,0.6093393634796523
vehicle15,LogisticRegression,None,roc auc score,0.9179629629629629
vehicle15,LogisticRegression,RandomOverSampler,f1 score,0.36459836459836464
vehicle15,LogisticRegression,RandomOverSampler,geometric mean score,0.6740740144156404
vehicle15,LogisticRegression,RandomOverSampler,roc auc score,0.9286452052828021
vehicle15,LogisticRegression,SMOTE,f1 score,0.3544973544973545
vehicle15,LogisticRegression,SMOTE,geometric mean score,0.6735213250193812
vehicle15,LogisticRegression,SMOTE,roc auc score,0.9219491099626758
vehicle15,LogisticRegression,SMOTE2,f1 score,0.3925925925925926
vehicle15,LogisticRegression,SMOTE2,geometric mean score,0.6757399830031711
vehicle15,LogisticRegression,SMOTE2,roc auc score,0.9193945592879702
vehicle2,GradientBoostingClassifier,ADASYN,f1 score,0.8687127024722934
vehicle2,GradientBoostingClassifier,ADASYN,geometric mean score,0.9352230920806811
vehicle2,GradientBoostingClassifier,ADASYN,roc auc score,0.9908710272405363
vehicle2,GradientBoostingClassifier,None,f1 score,0.8287059456550981
vehicle2,GradientBoostingClassifier,None,geometric mean score,0.8791011650530173
vehicle2,GradientBoostingClassifier,None,roc auc score,0.9901201941899617
vehicle2,GradientBoostingClassifier,RandomOverSampler,f1 score,0.8455924647684785
vehicle2,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9127787270789003
vehicle2,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9864652119820079
vehicle2,GradientBoostingClassifier,SMOTE,f1 score,0.8444325372525006
vehicle2,GradientBoostingClassifier,SMOTE,geometric mean score,0.9181115895600854
vehicle2,GradientBoostingClassifier,SMOTE,roc auc score,0.990220247261591
vehicle2,GradientBoostingClassifier,SMOTE2,f1 score,0.8332696698278891
vehicle2,GradientBoostingClassifier,SMOTE2,geometric mean score,0.907299368122311
vehicle2,GradientBoostingClassifier,SMOTE2,roc auc score,0.9884414776533639
vehicle2,LogisticRegression,ADASYN,f1 score,0.8714710359029457
vehicle2,LogisticRegression,ADASYN,geometric mean score,0.9568606806294605
vehicle2,LogisticRegression,ADASYN,roc auc score,0.9905623852652277
vehicle2,LogisticRegression,None,f1 score,0.8798790907658335
vehicle2,LogisticRegression,None,geometric mean score,0.9296738849427133
vehicle2,LogisticRegression,None,roc auc score,0.9938078459008691
vehicle2,LogisticRegression,RandomOverSampler,f1 score,0.8767056414856528
vehicle2,LogisticRegression,RandomOverSampler,geometric mean score,0.958593672946032
vehicle2,LogisticRegression,RandomOverSampler,roc auc score,0.9930770669659559
vehicle2,LogisticRegression,SMOTE,f1 score,0.8840422929735274
vehicle2,LogisticRegression,SMOTE,geometric mean score,0.9624073991642097
vehicle2,LogisticRegression,SMOTE,roc auc score,0.9933585641079181
vehicle2,LogisticRegression,SMOTE2,f1 score,0.8878258119376472
vehicle2,LogisticRegression,SMOTE2,geometric mean score,0.9597635272952856
vehicle2,LogisticRegression,SMOTE2,roc auc score,0.9933123221882912
vehicle20,GradientBoostingClassifier,ADASYN,f1 score,0.35000000000000003
vehicle20,GradientBoostingClassifier,ADASYN,geometric mean score,0.5746659137817527
vehicle20,GradientBoostingClassifier,ADASYN,roc auc score,0.950050244042492
vehicle20,GradientBoostingClassifier,None,f1 score,0.2645502645502646
vehicle20,GradientBoostingClassifier,None,geometric mean score,0.4611062996299406
vehicle20,GradientBoostingClassifier,None,roc auc score,0.8510276102976363
vehicle20,GradientBoostingClassifier,RandomOverSampler,f1 score,0.3333333333333333
vehicle20,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.5728555459352754
vehicle20,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9055758924298974
vehicle20,GradientBoostingClassifier,SMOTE,f1 score,0.3383838383838384
vehicle20,GradientBoostingClassifier,SMOTE,geometric mean score,0.5733089741379582
vehicle20,GradientBoostingClassifier,SMOTE,roc auc score,0.8085367020767539
vehicle20,GradientBoostingClassifier,SMOTE2,f1 score,0.35185185185185186
vehicle20,GradientBoostingClassifier,SMOTE2,geometric mean score,0.5742125878778959
vehicle20,GradientBoostingClassifier,SMOTE2,roc auc score,0.7866865250263183
vehicle20,LogisticRegression,ADASYN,f1 score,0.23148148148148148
vehicle20,LogisticRegression,ADASYN,geometric mean score,0.4602816855404937
vehicle20,LogisticRegression,ADASYN,roc auc score,0.8402765814910517
vehicle20,LogisticRegression,None,f1 score,0.25
vehicle20,LogisticRegression,None,geometric mean score,0.3831099071555604
vehicle20,LogisticRegression,None,roc auc score,0.8616709732988804
vehicle20,LogisticRegression,RandomOverSampler,f1 score,0.26936026936026936
vehicle20,LogisticRegression,RandomOverSampler,geometric mean score,0.5379746964922792
vehicle20,LogisticRegression,RandomOverSampler,roc auc score,0.864551153220404
vehicle20,LogisticRegression,SMOTE,f1 score,0.27905723905723906
vehicle20,LogisticRegression,SMOTE,geometric mean score,0.5382311757080176
vehicle20,LogisticRegression,SMOTE,roc auc score,0.8626012058570197
vehicle20,LogisticRegression,SMOTE2,f1 score,0.2814814814814815
vehicle20,LogisticRegression,SMOTE2,geometric mean score,0.5386158945316252
vehicle20,LogisticRegression,SMOTE2,roc auc score,0.8507718441956168
vehicle4,GradientBoostingClassifier,ADASYN,f1 score,0.7728715728715728
vehicle4,GradientBoostingClassifier,ADASYN,geometric mean score,0.8826502001780696
vehicle4,GradientBoostingClassifier,ADASYN,roc auc score,0.9828805563999932
vehicle4,GradientBoostingClassifier,None,f1 score,0.6527777777777778
vehicle4,GradientBoostingClassifier,None,geometric mean score,0.7969723215393509
vehicle4,GradientBoostingClassifier,None,roc auc score,0.9670215679941228
vehicle4,GradientBoostingClassifier,RandomOverSampler,f1 score,0.7420178799489143
vehicle4,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8370091993560447
vehicle4,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.970771372717907
vehicle4,GradientBoostingClassifier,SMOTE,f1 score,0.7646889400921659
vehicle4,GradientBoostingClassifier,SMOTE,geometric mean score,0.8374344638161508
vehicle4,GradientBoostingClassifier,SMOTE,roc auc score,0.9756576586276198
vehicle4,GradientBoostingClassifier,SMOTE2,f1 score,0.6751826515891852
vehicle4,GradientBoostingClassifier,SMOTE2,geometric mean score,0.7929246881644314
vehicle4,GradientBoostingClassifier,SMOTE2,roc auc score,0.9718432280319537
vehicle4,LogisticRegression,ADASYN,f1 score,0.7611750506487348
vehicle4,LogisticRegression,ADASYN,geometric mean score,0.9391876791674847
vehicle4,LogisticRegression,ADASYN,roc auc score,0.9906834403658105
vehicle4,LogisticRegression,None,f1 score,0.775032175032175
vehicle4,LogisticRegression,None,geometric mean score,0.8599205508988966
vehicle4,LogisticRegression,None,roc auc score,0.9939609247014912
vehicle4,LogisticRegression,RandomOverSampler,f1 score,0.7758838383838386
vehicle4,LogisticRegression,RandomOverSampler,geometric mean score,0.9118857974723464
vehicle4,LogisticRegression,RandomOverSampler,roc auc score,0.9926101674519936
vehicle4,LogisticRegression,SMOTE,f1 score,0.7752525252525254
vehicle4,LogisticRegression,SMOTE,geometric mean score,0.9116337373133515
vehicle4,LogisticRegression,SMOTE,roc auc score,0.992841675322153
vehicle4,LogisticRegression,SMOTE2,f1 score,0.7388888888888889
vehicle4,LogisticRegression,SMOTE2,geometric mean score,0.8778137254208609
vehicle4,LogisticRegression,SMOTE2,roc auc score,0.9925412138369559
vehicle6,GradientBoostingClassifier,ADASYN,f1 score,0.680865800865801
vehicle6,GradientBoostingClassifier,ADASYN,geometric mean score,0.824407796812921
vehicle6,GradientBoostingClassifier,ADASYN,roc auc score,0.9825666222953044
vehicle6,GradientBoostingClassifier,None,f1 score,0.6676691729323307
vehicle6,GradientBoostingClassifier,None,geometric mean score,0.7725369589624457
vehicle6,GradientBoostingClassifier,None,roc auc score,0.9734470023229713
vehicle6,GradientBoostingClassifier,RandomOverSampler,f1 score,0.6495726495726495
vehicle6,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.7892822729323533
vehicle6,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9800583352908934
vehicle6,GradientBoostingClassifier,SMOTE,f1 score,0.6178266178266177
vehicle6,GradientBoostingClassifier,SMOTE,geometric mean score,0.7691181063954119
vehicle6,GradientBoostingClassifier,SMOTE,roc auc score,0.9810234124187612
vehicle6,GradientBoostingClassifier,SMOTE2,f1 score,0.6109941520467835
vehicle6,GradientBoostingClassifier,SMOTE2,geometric mean score,0.7490639807991065
vehicle6,GradientBoostingClassifier,SMOTE2,roc auc score,0.977928509905254
vehicle6,LogisticRegression,ADASYN,f1 score,0.6455555555555557
vehicle6,LogisticRegression,ADASYN,geometric mean score,0.8550885085991901
vehicle6,LogisticRegression,ADASYN,roc auc score,0.9722065617414455
vehicle6,LogisticRegression,None,f1 score,0.7263492063492064
vehicle6,LogisticRegression,None,geometric mean score,0.8453045566218396
vehicle6,LogisticRegression,None,roc auc score,0.9891655573826116
vehicle6,LogisticRegression,RandomOverSampler,f1 score,0.7013457556935817
vehicle6,LogisticRegression,RandomOverSampler,geometric mean score,0.876370952352407
vehicle6,LogisticRegression,RandomOverSampler,roc auc score,0.9865171090752487
vehicle6,LogisticRegression,SMOTE,f1 score,0.6972377059333581
vehicle6,LogisticRegression,SMOTE,geometric mean score,0.859355784782083
vehicle6,LogisticRegression,SMOTE,roc auc score,0.9868547229399942
vehicle6,LogisticRegression,SMOTE2,f1 score,0.7202581369248037
vehicle6,LogisticRegression,SMOTE2,geometric mean score,0.8777475268860288
vehicle6,LogisticRegression,SMOTE2,roc auc score,0.9867139091170098
wine,GradientBoostingClassifier,ADASYN,f1 score,0.941062801932367
wine,GradientBoostingClassifier,ADASYN,geometric mean score,0.9448750486789222
wine,GradientBoostingClassifier,ADASYN,roc auc score,0.9959723180737672
wine,GradientBoostingClassifier,None,f1 score,0.9344736546455454
wine,GradientBoostingClassifier,None,geometric mean score,0.9401279391182215
wine,GradientBoostingClassifier,None,roc auc score,0.9932717007898167
wine,GradientBoostingClassifier,RandomOverSampler,f1 score,0.9558020500269739
wine,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9613483602924223
wine,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.995614791810444
wine,GradientBoostingClassifier,SMOTE,f1 score,0.962559788883391
wine,GradientBoostingClassifier,SMOTE,geometric mean score,0.9634649429951452
wine,GradientBoostingClassifier,SMOTE,roc auc score,0.9976003565677477
wine,GradientBoostingClassifier,SMOTE2,f1 score,0.9500334052831739
wine,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9573427923505831
wine,GradientBoostingClassifier,SMOTE2,roc auc score,0.9938504044935204
wine,LogisticRegression,ADASYN,f1 score,0.9373213053337276
wine,LogisticRegression,ADASYN,geometric mean score,0.9485872617724098
wine,LogisticRegression,ADASYN,roc auc score,0.9917850433248983
wine,LogisticRegression,None,f1 score,0.929951690821256
wine,LogisticRegression,None,geometric mean score,0.9416167142705675
wine,LogisticRegression,None,roc auc score,0.9905428073000536
wine,LogisticRegression,RandomOverSampler,f1 score,0.9231678486997635
wine,LogisticRegression,RandomOverSampler,geometric mean score,0.9368562222599331
wine,LogisticRegression,RandomOverSampler,roc auc score,0.9870988612836438
wine,LogisticRegression,SMOTE,f1 score,0.9373213053337276
wine,LogisticRegression,SMOTE,geometric mean score,0.9485872617724098
wine,LogisticRegression,SMOTE,roc auc score,0.9911600912506711
wine,LogisticRegression,SMOTE2,f1 score,0.9305374632122353
wine,LogisticRegression,SMOTE2,geometric mean score,0.9438267697617754
wine,LogisticRegression,SMOTE2,roc auc score,0.9886137949543748
wine2,GradientBoostingClassifier,ADASYN,f1 score,0.9075851684547336
wine2,GradientBoostingClassifier,ADASYN,geometric mean score,0.921065166446502
wine2,GradientBoostingClassifier,ADASYN,roc auc score,0.9904581529581529
wine2,GradientBoostingClassifier,None,f1 score,0.9041269841269841
wine2,GradientBoostingClassifier,None,geometric mean score,0.9186574891188627
wine2,GradientBoostingClassifier,None,roc auc score,0.9960477793811128
wine2,GradientBoostingClassifier,RandomOverSampler,f1 score,0.8896969696969699
wine2,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.914084288636575
wine2,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9697190155523489
wine2,GradientBoostingClassifier,SMOTE,f1 score,0.8619047619047621
wine2,GradientBoostingClassifier,SMOTE,geometric mean score,0.9016504453410841
wine2,GradientBoostingClassifier,SMOTE,roc auc score,0.943287037037037
wine2,GradientBoostingClassifier,SMOTE2,f1 score,0.9235209235209236
wine2,GradientBoostingClassifier,SMOTE2,geometric mean score,0.935791717691853
wine2,GradientBoostingClassifier,SMOTE2,roc auc score,0.9427128427128428
wine2,LogisticRegression,ADASYN,f1 score,0.823451910408432
wine2,LogisticRegression,ADASYN,geometric mean score,0.8729718009321908
wine2,LogisticRegression,ADASYN,roc auc score,0.9728234728234728
wine2,LogisticRegression,None,f1 score,0.8625541125541126
wine2,LogisticRegression,None,geometric mean score,0.8914296864412339
wine2,LogisticRegression,None,roc auc score,0.9822711239377906
wine2,LogisticRegression,RandomOverSampler,f1 score,0.8454106280193237
wine2,LogisticRegression,RandomOverSampler,geometric mean score,0.900040752615714
wine2,LogisticRegression,RandomOverSampler,roc auc score,0.9798621131954466
wine2,LogisticRegression,SMOTE,f1 score,0.8887439613526569
wine2,LogisticRegression,SMOTE,geometric mean score,0.9338543628640356
wine2,LogisticRegression,SMOTE,roc auc score,0.9799563091229757
wine2,LogisticRegression,SMOTE2,f1 score,0.8984409310496266
wine2,LogisticRegression,SMOTE2,geometric mean score,0.9279940388031237
wine2,LogisticRegression,SMOTE2,roc auc score,0.9815937149270482
wine4,GradientBoostingClassifier,ADASYN,f1 score,0.9326599326599327
wine4,GradientBoostingClassifier,ADASYN,geometric mean score,0.9357660400583976
wine4,GradientBoostingClassifier,ADASYN,roc auc score,0.936574074074074
wine4,GradientBoostingClassifier,None,f1 score,0.962962962962963
wine4,GradientBoostingClassifier,None,geometric mean score,0.9648090636666385
wine4,GradientBoostingClassifier,None,roc auc score,0.9666666666666666
wine4,GradientBoostingClassifier,RandomOverSampler,f1 score,0.9326599326599327
wine4,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9357660400583976
wine4,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9404320987654321
wine4,GradientBoostingClassifier,SMOTE,f1 score,0.872053872053872
wine4,GradientBoostingClassifier,SMOTE,geometric mean score,0.8998345589664429
wine4,GradientBoostingClassifier,SMOTE,roc auc score,0.9645326278659612
wine4,GradientBoostingClassifier,SMOTE2,f1 score,0.9696969696969697
wine4,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9952035868697207
wine4,GradientBoostingClassifier,SMOTE2,roc auc score,0.9952380952380953
wine4,LogisticRegression,ADASYN,f1 score,0.907018907018907
wine4,LogisticRegression,ADASYN,geometric mean score,0.9311038057861541
wine4,LogisticRegression,ADASYN,roc auc score,0.9984567901234568
wine4,LogisticRegression,None,f1 score,0.8962962962962964
wine4,LogisticRegression,None,geometric mean score,0.903641257309214
wine4,LogisticRegression,None,roc auc score,0.9984567901234568
wine4,LogisticRegression,RandomOverSampler,f1 score,0.907018907018907
wine4,LogisticRegression,RandomOverSampler,geometric mean score,0.9311038057861541
wine4,LogisticRegression,RandomOverSampler,roc auc score,0.9984567901234568
wine4,LogisticRegression,SMOTE,f1 score,0.907018907018907
wine4,LogisticRegression,SMOTE,geometric mean score,0.9311038057861541
wine4,LogisticRegression,SMOTE,roc auc score,0.9984567901234568
wine4,LogisticRegression,SMOTE2,f1 score,0.907018907018907
wine4,LogisticRegression,SMOTE2,geometric mean score,0.9311038057861541
wine4,LogisticRegression,SMOTE2,roc auc score,0.9965520282186947
wine6,GradientBoostingClassifier,ADASYN,f1 score,0.8857142857142858
wine6,GradientBoostingClassifier,ADASYN,geometric mean score,0.8941739949040549
wine6,GradientBoostingClassifier,ADASYN,roc auc score,0.9310185185185185
wine6,GradientBoostingClassifier,None,f1 score,0.8857142857142858
wine6,GradientBoostingClassifier,None,geometric mean score,0.8941739949040549
wine6,GradientBoostingClassifier,None,roc auc score,0.9444444444444443
wine6,GradientBoostingClassifier,RandomOverSampler,f1 score,0.8857142857142858
wine6,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8941739949040549
wine6,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9422949735449736
wine6,GradientBoostingClassifier,SMOTE,f1 score,0.8857142857142858
wine6,GradientBoostingClassifier,SMOTE,geometric mean score,0.8941739949040549
wine6,GradientBoostingClassifier,SMOTE,roc auc score,0.9621693121693123
wine6,GradientBoostingClassifier,SMOTE2,f1 score,0.9523809523809523
wine6,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9553418012614795
wine6,GradientBoostingClassifier,SMOTE2,roc auc score,0.9930555555555556
wine6,LogisticRegression,ADASYN,f1 score,0.8962962962962964
wine6,LogisticRegression,ADASYN,geometric mean score,0.9341699593703318
wine6,LogisticRegression,ADASYN,roc auc score,0.9968253968253968
wine6,LogisticRegression,None,f1 score,0.8857142857142858
wine6,LogisticRegression,None,geometric mean score,0.8941739949040549
wine6,LogisticRegression,None,roc auc score,1.0
wine6,LogisticRegression,RandomOverSampler,f1 score,0.8962962962962964
wine6,LogisticRegression,RandomOverSampler,geometric mean score,0.9341699593703318
wine6,LogisticRegression,RandomOverSampler,roc auc score,1.0
wine6,LogisticRegression,SMOTE,f1 score,0.8962962962962964
wine6,LogisticRegression,SMOTE,geometric mean score,0.9341699593703318
wine6,LogisticRegression,SMOTE,roc auc score,1.0
wine6,LogisticRegression,SMOTE2,f1 score,0.9333333333333332
wine6,LogisticRegression,SMOTE2,geometric mean score,0.9388321936425754
wine6,LogisticRegression,SMOTE2,roc auc score,1.0
